,fleet,problem_log,corrective_action,delay_code,station_delay_minutes,d&c_category,ata4_code,ata4_desc
22319,B737-900ER,FWD LAV GARBAGE BIN DOOR WON'T STAY CLOSED,"REMOVED AND REPLACED FWD LAV SHROUD DOOR , OPS CHECK GOOD. INSTALLED THREE PLACARDS ARE INSIDE OF DOOR SHROUD.",TL,38,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22320,B737-900ER,CARPET SEAM AT ROW 14 LOOSE.,"REMOVED OLD TAPE,INSTALLED NEW TAPE, FLOOR ROW 14.",TA,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22354,B737-900ER,TO REPORT DELAY ONLY- NO WATER PRESSURE IN AFT GALLEY,DELAY REPORTED,TL,11,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22355,B737-900ER,F/O SEAT BELT DOES NOT RELEASE,REPLACED BUCKLE AND BELT ASSY. WPB 104729,TA,18,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22356,B737-900ER,COFFEE MAKER 105 LEAKING,PERFORMED BREWING CYCLE OK CHECK GOOD NO LEAKS FOUND OK TO CONTINUE,TL,5,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
22357,B737-900ER,402DOOR GALLEY BROKEN.,RESECURED DOOR AT COMPARTMENT 402. DOOR OPS CHECKS NORMAL PLACARD REMOVED.,TF,7,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22358,B737-900ER,FORWARD CARGO FORWARD SLIDING CARPET SYSTEM INOPERATIVE,REACTIVATED FWD CARGO LOADING REF. AMM 25-51-30. OPS CHECKED GOOD.,TF,58,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22359,B737-900ER,CENTER PEDESTAL HANDSET PHONE DETACHED AT HINGE POINT,REMOVED AND REPLACED BASE HINGE.,TF,14,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22360,B737-900ER,AFT RT COFFEEMAKER INOP LEAKING FOUND WATER VALVE SHUTOFF BECAUSE COFFEEMAKER LEAKING,ACP OPS CK OF COFFEE MAKER IAW AMM 25-34-00-700-801C1 FUNCTIONSNORMAL,TL,31,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22361,B737-900ER,CARPET AT 8C TORN. NEEDS TO BE SECURED DOWN.,TRIMMED AND SECURED CARPET.,TA,11,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22362,B737-900ER,AFT COFFEE MAKER # 420 IS LEAKING AND HAS FLOODED PARTS OF THEAFT GALLEY.,"REMOVED AIR FROM LINE AND RESET COFFEE MAKER, PERFORMED OPS CHK, OPS CHK GOOD REF AMM 25-34-00. CLEANED WATER FROM FLOOR.",TA,19,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22363,B737-900ER,FWD CARGO LOADING SYS. IS INOP.,T/S IAW IFM WDM 25-53-06. REMOVED AND REPACED K2 RELAY. OPS CHKGOOD. PLA REMOVED.,TL,28,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22364,B737-900ER,FWD CARGO LOADING SYSTEM INOP REF L/P 8222479 CLOSED IN ERROR.,FWD LOADING OPS CK OK,TF,38,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22365,B737-900ER,FWD COFFEE MAKER #106 LEAKING,LEAK AND OPS CHECKED GOOD,TL,9,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22404,B737-900ER,"REF L/P 4885332; FWD LAV A TRASH DOOR MISSING ""PUSH HERE TO CLOSE"" PLACARD. REF CONFIG MANUAL DRAWING 1130DD13765.",INSTALLED PLACARD,TF,30,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22405,B737-900ER,REMOVED L-1 DOOR ESCAPE SLIDE PACK AND COVER REF BOEING737-7/8/9 AMM TASK 25-66-01-000-801.  REF L/P 7928954.,RE-INSTALLED L-1 DOOR ESCAPE SLIDE PACK REF BOEING737-7/8/9 AMM TASK 25-66-01-400-803.,TA,93,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22406,B737-900ER,AFT CARGO PIT LOADING SYS WORKS INTERMITTENTLY IN LOAD POSITION,FOUND SAFTY SWITCH TO BE THE PROBLEM OPS CHECKED SEVERAL TIMESWORKS NORMAL NO PROBLEMS NOTED,TA,39,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22407,B737-900ER,SEAT 8C TRAY TABLE STUCK,FOUND NAPKIN IN TRAY HOLDER REMOVED TRAY TABLE OPS OK THX FOR THE TAPE,TL,27,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22408,B737-900ER,24D SEAT CUSHION DIRTY.,REPLACED 24D SEAT CUSHION COVER. OK FOR SERVICE.,TL,38,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22409,B737-900ER,THE CABINET DOOR(MIRROR) IN AFT LEFT LAV WILL NOT OPEN SO TOWELS CANNOT BE REPLACED.,"REF TO L/P-8140071,OPS CKD NORMAL NOW,INT'S CLEARED.",TA,20,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22410,B737-900ER,THE GIRT BAR HOLDER WILL NOT SECURE THE GIRT BAR PROPERLY. THEBAR IS LOOSE. L1 DOOR FWD HOLDER.,REPLACED DOOR 1L ESCAPE SLIDE PACK COVER REF AMM 25-66-01.RII: AR QC767,TA,89,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22411,B737-900ER,SEAT 2 B LIFE VEST POUCH MISSING.,FOUND POUCH INSTALLED AND SECURED.,TA,20,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22412,B737-900ER,"WATER LEAK AFT GALLEY NEAR COFFEE POTS, TURNED WATER OFF.","REPLACED COFFEE MAKER AT 419, OPS AND LEAK CK GOODROTABLE PARTS CHANGE WAS INDICATED - TT # 1718038  SN OFF 00610COFFEEMAKER, A/  OFF 29-2599-9-0001 0610 ON 29-2599-9-0001 8813",TF,4,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
22413,B737-900ER,OPENED AED.,"REMOVED & REPLACED AED. OK TO CONTINUE.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1672312  SN OFF 00527KIT, DEFIBRILLA  OFF 29-2560-9-9003 0527 ON 29-2560-9-9003 9721",TA,14,Delay 6-15mins,2560,EMERGENCY EQUIPMENT   
22414,B737-900ER,"EMERGENCY MEDICAL EQUIPMENT CARRIER BOX HAS BROKEN SEAL,ALSO FOUND LOCK LATCH BROKEN.",INSTALLED NEW DOOR ON ACCESS COMPARTMENT DOOR. LOCK OP. CHECK OKINSTALLED A YELLOW TAMPER SEAL. VERIFIED ALL CONTENTS HAVE BEENINSTALLED.,TA,35,Delay>15mins,2560,EMERGENCY EQUIPMENT   
22435,B737-900ER,SEAT 20 F PLASTIC COVER ON EMERGENCY EXIT MISSING,REPLACED BUMPER ARMREST COVER OPS CHECK GOOD PLACARD REMOVED,TL,9,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22436,B737-900ER,3A ARM REST INOPSEPTER WOULD NOT RECOGNIZ REPORTEDBY EMPLOYEENO. 273682,ADJUSTED TRAYTABLE,TL,11,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22437,B737-900ER,OVERHEAD BIN DIVIDER ABOVE 37 DEF MISSING SCREWS,REPLACED MISSING SCREWS ON OVERHEAD BIN REF AMM 25-24-36,TA,7,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22438,B737-900ER,FWD LAV VENT DOWN ON FLOOR LEAKING FLUID FROM UNKWN SOURCE,OPENED CABINETS AND TOILET SHROUD. NO EVIDENCE OF WATER LEAK. CLOSED CABINETS AND TOILET SHROUD,TA,37,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22439,B737-900ER,RAMP REPORTED THAT FWD CARGO PITNET MISSING SPRING ON CLIP.(L/H AFT NET FOR BIN 3),REPLACED CARGO NET PER AMM 25-00-00,TF,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22440,B737-900ER,COFFEE MAKER 418 KNOB ON RELEASE HANDLE MISSING,"REPLACED COFFEE MAKER 418 RELEASE HANDLE KNOB WITH A SERVICEABLE UNIT, OPS CHECK GOOD.",TL,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22471,B737-900ER,DOOR BELOW SINK IN FIRST CLASS LAV DOES NOT CLOSE PROPERLY.,RMVD. AND RPLD. FWD LAV SINK DOOR LATCH ASSY. OPS CHK GOOD.,TL,22,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22472,B737-900ER,"AFT GALLEY LAVATORY DRAIN, AIRCRAFT RIGHT, IS CLOGGED.PIREP BY: 0086844",UNCLOGGED GALLEY DRAIN.,TA,10,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22473,B737-900ER,3 CPR MASK CONTAINERS ARE MISSING SEALED EXTERNAL BAGS.,RPL 3 EACH CPR MASKS,TA,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22474,B737-900ER,"FLIGHT ATTENDANTS REPORTED THAT WHEN THE WALK IN THE ISLE AT ROW 23, THE FLOOR FLEXES WHEN THEY WALK THERE. NOTE: DAMAGE MEASURES 30""X 30"" FROM PANEL AFT EDGE FWD AND FROM CENTER OF PANEL WOUTBOARD",RMVD FLOOR BOARD AT ROW 23. FOUND NO SIGNS OF DELAM APPLIED FOAM TAPE AT MKD AREA BETWEEN FLOOR BOARD AND STRUCTURE. SECURED FLOORBOARD. WPW 26230,TA,0,Cancellation,2500,EQUIPMENT FURNISHINGS GENERAL
22475,B737-900ER,35F LIFE VEST NEEDS REPLACING & SECRITY CK ACCOMPLISHED,RE-SECURED LIFE VEST AT 35F,TL,27,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22476,B737-900ER,AFT FIRST AID KIT SESAL BROKEN.,R AND R'D AFT FIRST AID KIT.,TA,4,Delay 0-5mins,2560,EMERGENCY EQUIPMENT   
22513,B737-900ER,AFT GALLEY COMPT 428 RELEASE HANDLE BENT SPRING,"R&R,D LATCH AT COMPT. 428",TA,3,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
22514,B737-900ER,FWD LAV UNDER SINK DOOR WILL NOT CLOSE. USE AMT #.,"REPLACED DOOR WITH NEW ONE , OPS CHECK NORMAL, REF. IFM 25-40-03.",TP,351,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22515,B737-900ER,FLT. ATTENDANT REPORT  AFT GALLEY COFFEEMAKER 419 LEAKING FROMUNDERNEATH,"REMOVED AND REPLACED COFFEE MAKER AT 419. OPS AND LEAK CHECK OK. REMOVED PLACARD.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1803119  SN OFF 00221COFFEEMAKER, A/  OFF 29-2599-9-0001 0221 ON 29-2599-9-0001 3707",TF,26,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22516,B737-900ER,AFT GALLEY TRASH DOOR HINGE BROKEN AT 402.,ADJUSTED TRASH DOOR AT AFT GALLEY COMPT 402 BACK IN PLACE. PLAREMOVED.,TF,15,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22517,B737-900ER,AFT GALLEY COFFEE MAKER LEAKING ON FLOOR - WONT SHUT OFF,CLEANED SENSOR BY MURCH U113859,TL,10,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22518,B737-900ER,"CHELSEA REPORTS TRASH COMPT DOOR #414 BROKEN OFF HINGES, AFT GALLEY.",REATTACHED HINGE TRIM AND REINSTALLED TRASH COMPT. DOOR,TL,16,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22519,B737-900ER,THERS NO VISUAL BLINKING HOUR GLASS ON THE AED LOCATED AT 2L,"REPLACED NEW AED KITROTABLE PARTS CHANGE WAS INDICATED - TT # 1668370  SN OFF 08551KIT, DEFIBRILLA  OFF 29-2560-9-9003 8551 ON 29-2560-9-9003 1827",TF,7,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22520,B737-900ER,SEATBELT 4A SEATBELT IS WORN.,REPLACED SEATBELT BY ALAN MESZAROS FILE #U032755,TL,5,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
22521,B737-900ER,CREW REPORTS FWD LAV UNDERSINK CABINET DOOR BROKEN.,"ADJUSTED FWD LAV CABINET DOOR , OPS CK NORMAL",TL,28,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22522,B737-900ER,"***FOR TDR PURPOSES ONLY***REF MEL L/P 8336528, SEAT 36E O/B SEATBELT ATTACH POINT MISSING",***FOR TDR PURPOSES ONLY***REF MEL L/P 8336528 FOR CORRECTIVE ACTION.,TF,20,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22523,B737-900ER,SEAT 36E OTBD SEAT BELT ATTACH POINT MISSING.,REPLACED SEAT BELT ASSY. OPS GOOD. REF 25-23-25. PLA REMOVED.,TF,43,Delay>15mins,2520,PASSENGER COMPARTMENT
22556,B737-900ER,"ROW 37 ABC SEAT CUSHIONS DIRTY, CARPET SOILED",REMOVED AND REPLACED SEAT CUSHIONS ROW 37ABC REF IPC 25-22-51-20C. ALL SEATS SERVICEABLE. CARPET CLEANED AND SANITIZED,TF,22,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22557,B737-900ER,LT AFT LAV SINK IS CLOGGED.,"CLEANED AFT LEFT LAV SINK STRAINER,SINK CHECK GOOD.NO DEFECT NOTED AT THIS TIME IAW AMM 25-40-00.WORK PERFORMED BY CONT MX FAA #3425711.",TA,20,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22558,B737-900ER,CARPET PULLING UP AT ROW 14,TAPED SEAM - OPS OK,TA,6,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22559,B737-900ER,FWD CARGO LOADING SYSTEM IS INOP.,"TROUBLESHOT FWD CARGO LOADING SYSTEM I.A.W. FIM 25-51-00-810-802. FOUND INTERMITTENT FAULT TO BE THE PROBLEM. NO FAULTS, SYSTEMTESTS NORMAL. PLA REMOVED.",TF,33,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22560,B737-900ER,REF LP 8194010  AED OPENED,"R/R EAD IAW AMM 25-64-01. MEL REMOVED.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1718133  SN OFF 01098KIT, DEFIBRILLA  OFF 29-2560-9-9003 1098 ON 29-2560-9-9003 0143",TF,35,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22561,B737-900ER,"DOOR L1 SLIDE BUSTLE NEEDS TO BE REPOSITINED, RIDES LOWIN DOOR.EMP #41237 IS INACTIVE.EMP #02556 FOR SCEPTRE ENTRY ONLY.","REF ESCAPE SLIDE RENDER SAFE CHECKLIST, AMM #25-66-01-400-803,REPOSITIONED SLIDE PACK INSIDE BUSTLE ASSY, CK'D OK.INSP #06223.",TA,49,Delay>15mins,2560,EMERGENCY EQUIPMENT   
22591,B737-900ER,COFFEE MAKER  105 OVER FLOWS.,CLEANED SENSORS OPS CHECK NORMAL PLACARD REMOVED,TF,3,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
22592,B737-900ER,FORWARD GALLEY DOOR 109 IS BROKEN WRITTEN UP BY 0016R,SECURED FWD GALLEY DOOR HINGE.,TF,23,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22593,B737-900ER,FWD WALL AFT LAV TRIM UNSECURED,SECURED LAV D I/B FWD TRIM PANEL TO THE LAV.,TF,21,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22594,B737-900ER,SIGNIFICANT LEAK/FLOOD IN FWD GALLEY UNDER COFFEE MAKER,RESEATED C/M IN F/C LEAK STOP OK TO CONTINUE,TA,28,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22595,B737-900ER,LIFE VEST HOUSING UNDER SEAT 35F HAS BROKEN OFF.,RE SECURED VEST INTO PUOCH AND INSTALLED NEW SEAL. HOUSING WASNOT BROKEN.,TL,9,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22596,B737-900ER,SEAT 4A LIFE VEST POUCH TORN,REPLACED LIFE VEST POUCH AT 4A AND RESEALED,TA,49,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22597,B737-900ER,COFFEE MAKER 419 INOP,OPS CHECKED PER AMM25-34-00-700-801 OPERATION NORMAL,TL,29,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22598,B737-900ER,TRAY TABLE 1E NEEDS ADJUSTMENT.,ADJUSTED TRAY TABLE REF CMM 25-27-46,TA,25,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22599,B737-900ER,"INBND FLT CREW REPORTS FWD GALLEY CART LOCATION #108,SHORT QUARTER TURN SIEZED, WILL NOT ROTATE.",REMOVED AND REPLACED FWD GALLEY CART LOCATION#108 QUARTER TURN LATC. OPS CHECKS OK AT THIS TIME. MEL REMOVED,TF,7,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22600,B737-900ER,FO SHOULDER STRAP ON RIGHT SIDE VERY HARD TO EXTEND.,REMOVED AND REPLACED SHOULDER HARNESS ASSY OPS CHECK GOOD IAW AMM 25-11-00-800-801C2,TA,32,Delay>15mins,2510,FLIGHT COMPARTMENT EQUIPMENT
22601,B737-900ER,SITE GLASS ON INSIDE COCKPIT DOOR. NEEDS TIGHTENED.,TIGHTENED PEEP HOLE. OK TO CONTINUE. COVER OPS GOOD.,TA,51,Delay>15mins,2520,PASSENGER COMPARTMENT
22603,B737-900ER,SEAL BROKEN ON EEMK; NOTHING USED.,"REPLACED EEMK REF AMM 25-64-00-900-809. SER#00097 INSTALLED.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1716130  SN OFF 00205KIT, MED, EMERG  OFF 29-2560-9-9006 0205 ON 29-2560-9-9006 0097",TS,13,Delay 6-15mins,2560,EMERGENCY EQUIPMENT   
22626,B737-900ER,CREW REPORTED AFT EMERGENCY COMPARTMENT SEAL BROKEN.,RE-INSPECTED COMPARTMENT AND RESEALED.,TL,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22627,B737-900ER,BOTH ENGINES NEED OIL SERVICE.,SERVICED ENGINE OILS PER MM 12-16-79.,TL,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22628,B737-900ER,1L FWD GIRT BAR HOLDER SWINGS APPEARS ONE RIVIT ONLY HOLDINGON.,REPLACED ONE EACH RIVIT PER IPC 25-66-00-13 ITEM 85 OPS CHECKED NORMAL.,TA,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22629,B737-900ER,FUELING PITCH INCLINOMETER IS MISSING.,INSTALLED INCLINOMETER PLA REMOVED,TF,31,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22630,B737-900ER,LAV E SINK DRAIN CLOGGED.,REMOVED DEBRIS FROM SINK FILTER. OPS CKS GOOD. OK TO CONTINUE.,TA,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22631,B737-900ER,AFT CURTAIN NEEDS RESTRAINT,INSTALLED AFT CURTAIN BRACKET CK OK. WPB N3291,TA,5,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
22632,B737-900ER,COFFEE POT LEAKING AT FWD GALLEY,COFFEE MAKER OPERATIONAL CHECK OK NO LEAKING FOUNDOPERATESNORMALLY IAW AMM 25-34-00-700-801C,TA,15,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22633,B737-900ER,REF L/P 8057393 REPLACED AED/EEMK BOX AED/EEMK BOX REQ PLACARDM&E # 29-1130-3-0558,REPLACED PLACRD BY U181479,TL,9,Delay 6-15mins,2560,EMERGENCY EQUIPMENT   
22661,B737-900ER,"FOR TDR PURPOSES ONLY, REF L.P. 8167303, SEATBACK POCKETAT SEAT 37A TORN AND SOILED.","FOR TDR PURPOSES ONLY, REF L.P. 8167303, R/R SEATBACK AT SEAT37A, PLACARD REMOVED.",TF,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22662,B737-900ER,GUM ON SEATS 22A&B.,REMOVED GUM.,TA,6,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22663,B737-900ER,PLEXIGLASS FRONT COVER OF PBE IS INSECURE DUE TO CRACK AT TOP OF CONTAINER.EMPLOYEE#0006854 INVALID IDI,REPLACED FLIGHT DECK PBE CONTAINER AND RESEALED PBE IN CONTAINER.,TA,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22664,B737-900ER,AFT LEFT LAV UNDERSINK CABINET WON'T LATCH,REMOVED AND REPLACED LAV D UNDERSINK CABINET DOOR. OPS CHECKS OK,TF,49,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22665,B737-900ER,CREW REPORTS AED FLASHING.,"REPLACED AEDROTABLE PARTS CHANGE WAS INDICATED - TT # 1271888  SN OFF 00927KIT, DEFIBRILLA  OFF 29-2560-9-9003 0927 ON 29-2560-9-9003 0910",TA,3,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
22666,B737-900ER,MID LAVATORY GARBAGE DOOR WILL NOT LATCH CLOSED,INSTALLED MID LAV GARBAGE DOOR PLACARD MEL REMOVED,TF,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22667,B737-900ER,AFT GALLEY OVEN #425 DOOR STUCK,"REMOVED AND REPLACED AFT GALLEY OVEN AT POS 425 REF AMM25-34-00-000-801C3. OPS NORMAL. PLACARD REMOVED.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1815268  SN OFF 04537IPC REFERENCE # 25-30-00OVEN, LARGE, EX  OFF 29-2532-9-0002 4537 ON 29-2532-9-0002 2435",TL,12,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22668,B737-900ER,SEAT BACK ON 37A TORN AND HAS VOMIT IN POCKET,REPLACED MISSING SEAT BACK COVER ON 37A. MEL CLEARED.,TF,32,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22669,B737-900ER,"MID CABIN LAV, UNDER SINK DOOR LATCH BROKEN",REMOVED AND REPLACED LAV DOOR OPS CK GOOD,TL,14,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22670,B737-900ER,AFT COFFEE MAKER SPILLING WATER.,PURGED AIR. OPS CHK GOOD. NO LEAKS NOTED.,TL,5,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
22671,B737-900ER,TAMPER SEAL BROKEN #3 LIFE RAFT,REPLACED TAMPER SEAL REF AMM 25-64-00-201,TL,10,Delay 6-15mins,2560,EMERGENCY EQUIPMENT   
22700,B737-900ER,TO REPORT DELAY ONLY,DELAY REPORTED,TA,12,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22701,B737-900ER,SEAT 5B INBD AFT FLOOR MT BOLT MISSING REF IFM 25-23-52 SPECTRUM SEAT ITEM 50 BOLT ITEM 55 NUT FOUND ON CABIN CHECK,"INSTALLED NEW BOLT AND NUT REF IFM 25-23-52, REF AMM 25-22-00-400-802",TN,291,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22702,B737-900ER,CEILING LIFE RAFT COMPARTMENT NEAR SEAT 23A SECURITY SEAL BROKEN,INSALLED NEW SECURITY SEAL. PLACARD REMOVED.,TL,15,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22703,B737-900ER, SEAT CUSHION AT 21D NEED REPLACEMENT,CLEANED SEAT COVER,TL,3,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
22704,B737-900ER,POSITION 106 COFFEE POT RUNS UNTIL OVERFLOW ON THE FLOOR.,POT WAS NOT CORRECTLY PLACED. PLACED POT IN CORRECT POSITION AND BREWED CORRECTLY. OPS GOOD.,TL,25,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22705,B737-900ER,LIGHT COVER FOR EMERGENCY LT.ON AFT CLOSET MISSING.,INSTALLED LIGHT COVER LENS FOR EMERGENCY LT .OPS CK GOOD.,TA,41,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22706,B737-900ER,EMK KIT USED. PHENEGREN AND NEEDLE USED.,"REPLACED EEMK AND RESTORED CONTAINER REF. AMM 25-64-00-201.CAPT'S EMPLOYEE # U290895 INVALID.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1668491  SN OFF 01056KIT, MED, EMERG  OFF 29-2560-9-9006 1056 ON 29-2560-9-9006 0294",TS,47,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22707,B737-900ER,"OXYGEN MASK, DEMO MASK, BROKEN.","REPLACED O2 MASK, DEMO.",TL,12,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22726,B737-900ER,"COFFEE MAKER 419, THE WATER LINE BEHIND THE POT STARTED RELEASING WATER HAD TO USE SHUTOFF VALVE TO STOP IT    EMP # U222958 IS INVALID","RPL 419 COFFEE MAKERROTABLE PARTS CHANGE WAS INDICATED - TT # 1893013  SN OFF 00691COFFEEMAKER, A/  OFF 29-2599-9-0001 0691 ON 29-2599-9-0001 3512",TF,22,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22727,B737-900ER,COFFEE MAKER 105 WILL NOT HEAT OR SHUT OFF.,"REPLACED COFFEE MAKER.EMP # 80127 NOT IN SYSTEMROTABLE PARTS CHANGE WAS INDICATED - TT # 1719471  SN OFF 00897COFFEEMAKER, A/  OFF 29-2599-9-0001 8200 ON 29-2599-9-0001 0674",TA,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22728,B737-900ER,SEAT BELT 31C IS FRAYED.**ENTERED FOR INVALID EMP# U243574**,INSTALLED NEW SEATBELT ASSY. ON SEAT 31C. OPS CHKS GOOD. OK TOCONTINUE.,TL,2,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
22729,B737-900ER,CAPT SEATBELT RECEIVER NOT LATCHING RIGHT SHOULDER STRAP.. NEEDS TO BE REPLACED,REPLACED CAPTS LAP BELT ASSY,TA,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22767,B737-900ER,EEMK & BP CUFF KIT USED IN FLT.,INSTALLED SERVICABLE EEMK & BP CUFF KIT. SECURED BOX. OK TOCONTINUE.,TA,17,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22768,B737-900ER,FWD LAV AIR VENT COVER TO THE LEFT OG THE MIRROR DETACHEDAND BROKE,REPLACED LAV A AIR VENT COVERAIR FLOW GOOD WPB C3528 GIL TORRESPLACARD REMOVED.,TF,9,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
22769,B737-900ER,SEAT 4A BUT(SHOULD READ SEAT 4E) SIDE HOUSING THAT CONNECTS TOTHE TRAY TABLE IS VERY LOOSE.,"NO DEFECT WITH THE TRAY TABLE. OPERATES ASA REQUIRED, SAME AS ALL THE OTHER FIRST CLASS SEATS",TF,4,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
22770,B737-900ER,"REPORTED BY PREVIOUS CABIN CREW, COFFEEMAKERS 419/420DRAIN IS CLOGGED.",CLEANED COFFEEMAKER DRAINS AT POSITIONS 419/420.OPERATED BOTH COFFEEMAKERS WITH NO LEAKS NOTED.A/C O.K. FOR CONTINUED SERVICE.,TA,16,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
