,fleet,problem_log,corrective_action,delay_code,station_delay_minutes,d&c_category,ata4_code,ata4_desc
21858,B737-900ER,4a life vest pouch inoperable needs replacing,removed pla seat 4a see l p 8165389 ,TF,6,Delay 6-15mins,2500,equipment furnishings general
21859,B737-900ER,f o s seatbelt buckle mechanismneeds adjustment ,removed replaced f o s seat belt buckle op s check good per amm task 25 11 00,TA,19,Delay>15mins,2500,equipment furnishings general
21860,B737-900ER,copilot s seat right shoulder harness will not release ,found rt shoulder harness locked between inertia paws releasedharness from inertia reel and operated per amm 25 11 00 200 801both reels now function w no defects ,TA,45,Delay>15mins,2500,equipment furnishings general
21861,B737-900ER,water leak aft galley,removed both aft galley coffee makers cleaned and unclogged drained normal ref amm 25 00 00,TA,42,Delay>15mins,2500,equipment furnishings general
21896,B737-900ER,item entered for delay life vest missing at seat 29f,juf entered,TG,70,Delay>15mins,2500,equipment furnishings general
21897,B737-900ER,seat bottom 8b and seat belt chcholate on fabric,replaced seat bottom and cleaned seat belt,TA,11,Delay 6-15mins,2500,equipment furnishings general
21898,B737-900ER,coffee maker 105 leaking from vent tubes ,replaced coffee maker per ifm 25 33 05 okay for servicerotable parts change was indicated tt 1710685 sn off 00319ipc reference ipc reference ,TL,11,Delay 6-15mins,2500,equipment furnishings general
21899,B737-900ER,seat cushion 36d soiled,removed and replaced seat cushion at seat 36d ops check good corrected by emp sm245 not recognized in sceptre ,TL,6,Delay 6-15mins,2500,equipment furnishings general
21900,B737-900ER,blood pressure kit used inflight reportd by u22754,replaced blood pressure kit,TA,22,Delay>15mins,2500,equipment furnishings general
21901,B737-900ER,capts crotch strap fell out 6 timew during flight will not stayengaged nut plate broken on seat requires servicable captains seat assy ,r r captains seat per amm task 25 11 01 400 801 ops checks good rotable parts change was indicated tt 1557615 sn off 00838seat crew cap off 29 2510 9 0004 0838 on 29 2510 9 0004 9274,TS,174,Delay>15mins,2500,equipment furnishings general
21902,B737-900ER,inbound crew reports emergency equipment stow bin lock broken,removed and replaced emergency equiptment stow bin lock at 38abc ops check good ref amm 25 24 31,TF,76,Delay>15mins,2500,equipment furnishings general
21903,B737-900ER,panel under seat 2e needs to be reattached,reattched panel at seat 2e,TL,4,Delay 0-5mins,2500,equipment furnishings general
21904,B737-900ER,seat cushion at seats 27c and 37c wet,seat cushion replaced,TL,5,Delay 0-5mins,2500,equipment furnishings general
21905,B737-900ER,coffeemaker 419 rear right will not brew,replaced coffeemaker 419 ops check goodrotable parts change was indicated tt 1613770 sn off 03201ipc reference coffeemaker a off 29 2599 9 0001 8787 on 29 2599 9 0001 0581,TF,17,Delay>15mins,2530,galleys
21933,B737-900ER,for fdr purposes only exposed wires at seat 38a ,noted by mx ,TA,18,Delay>15mins,2500,equipment furnishings general
21934,B737-900ER,first class coffee makers leaking crew verbal ,stopped leak ops check of coffee maker good ,TL,15,Delay 6-15mins,2500,equipment furnishings general
21935,B737-900ER,35 e f seat chusions need to be replaced wet ,replaced seat covers ,TL,11,Delay 6-15mins,2500,equipment furnishings general
21936,B737-900ER,aft galley left trash compartment access door broken,hinge has pulled the inserts from compartment sent pictures to kenneth hammer united com,TF,15,Delay 6-15mins,2500,equipment furnishings general
21937,B737-900ER,red emergency light lens at seat 20c is loose and protruding employee 238824 invalid used 03687 for l p entry ,replaced red emergency light lens assy at seat 20c operationcks good iaw amm 33 51 00 ,TA,46,Delay>15mins,2500,equipment furnishings general
21938,B737-900ER,capt s seatbelt shoulder harness release lever inop repeatwrite up ,removed and replaced the buckle half of restraint system as needed ops check good okay to continue ,TL,32,Delay>15mins,2500,equipment furnishings general
21939,B737-900ER,36b exposed wire,secured wires 36b,TL,26,Delay>15mins,2500,equipment furnishings general
21940,B737-900ER,aft galley inner trash compartment door is broken from mount ,secured mount ref srm 51 40 02,TL,14,Delay 6-15mins,2500,equipment furnishings general
21941,B737-900ER,seat 4f tray table will not ctow completely employee 246690 invalid 46590 for entry only ,cleared tray table path ops checks good ,TL,2,Delay 0-5mins,2500,equipment furnishings general
21942,B737-900ER,forward galley coff maker leaking water ,reset forward galley coffee maker operated coffee maker per coffeemaker operating instructions ops check ok no leaks noted note emp will not enter u912233 and a p 3718813,TA,8,Delay 6-15mins,2530,galleys
21972,B737-900ER,coffee maker 420 caused compartment 426 to flood from waterleak,cleaning vendors cleaned all affacted compartments removed and reinstalled both 419 and 420 coffee makers ops checks and leak checks good at this time ref cmm 25 33 05 okay to continue,TA,27,Delay>15mins,2500,equipment furnishings general
21973,B737-900ER,aed seal broken ,replaced seal ,TL,9,Delay 6-15mins,2500,equipment furnishings general
21974,B737-900ER,coffee maker 420 inop ,replaced coffee maker ref mm 25 34 00 ops check normal rotable parts change was indicated tt 1713469 sn off 08002coffeemaker a off 29 2599 9 0001 8002 on 29 2599 9 0001 0447,TF,2,Delay 0-5mins,2500,equipment furnishings general
21975,B737-900ER,seat 39f has window grafatti etched into the plexiglass,removed replaced inter pane ops check normal,TP,4,Delay 0-5mins,2500,equipment furnishings general
21976,B737-900ER,aft galley coffee maker 420 leaks ,reseated coffee maker 420 leak stopped ,TA,2,Delay 0-5mins,2530,galleys
21977,B737-900ER,aft galley coffe maker leakinf alot of water ,reracked coffee makers op ck s normal no leaks noted ,TL,18,Delay>15mins,2530,galleys
22001,B737-900ER,due to aft galley spill fa jump seats are not usable writtenup by u901288 ,ref l p 8181158 aft galley spill pla removed contract cleanersperformed detailed cleaning ref l p 8181157 pla removed ,TF,59,Delay>15mins,2500,equipment furnishings general
22002,B737-900ER,seat cushion at 31d soiled with urine needs replacing ,replaced cushion and cover at 31d ,TL,23,Delay>15mins,2500,equipment furnishings general
22003,B737-900ER,34a seat belt inop,replaced seat belts on 34a as req okay to continue,TL,14,Delay 6-15mins,2500,equipment furnishings general
22036,B737-900ER,ref lp 8283084 aed missing seal closed in error,drilled hole in aed clear case and installed seal,TF,35,Delay>15mins,2500,equipment furnishings general
22037,B737-900ER,removed door 1r slide assembly ref amm 25 66 01 000 801 slide is being removed to rob comp slide assembly for a c 0837 pn 416a2200 38e ,replaced slide assembly per amm 25 66 01 400 803rotable parts change was indicated tt 1669847 sn off 09071slide b737ng off 29 2566 9 0005 9071 on 29 2566 9 0005 2579,TM,52,Delay>15mins,2500,equipment furnishings general
22038,B737-900ER,locking mechenism on aed broken,removed and replaced aed storage container in reference withamm 25 24 31,TF,18,Delay>15mins,2500,equipment furnishings general
22039,B737-900ER,armrest cover missing seat 21f ,installed armrest cover at 21f placard removed ,TF,7,Delay 6-15mins,2500,equipment furnishings general
22063,B737-900ER,seats 28d 29d 32d dirty,replaced seat covers 28d 29d 32d,TL,6,Delay 6-15mins,2500,equipment furnishings general
22064,B737-900ER,door 1l escape slide dislodged from bracket ,1l escape slide pack installed and secured amm25 66 01qc116614 performed rii,TA,26,Delay>15mins,2500,equipment furnishings general
22065,B737-900ER,coffee maker at position 105 in forward galley is inop,fwd to plarotable parts change was indicated tt 1712470 sn off 00453coffeemaker a off 29 2599 9 0001 0453 on 29 2599 9 0001 8862,TF,21,Delay>15mins,2500,equipment furnishings general
22066,B737-900ER,coffee maker 105 in forward galley spews water ,replaced coffeemaker ops check good rotable parts change was indicated tt 1558382 sn off 06802coffeemaker a off 29 2599 9 0001 6802 on 29 2599 9 0001 0730coffeemaker a off 29 2599 9 0001 8862 on 29 2599 9 0001 0730,TF,37,Delay>15mins,2500,equipment furnishings general
22067,B737-900ER,aft lavatory toilet paper roll holder broken ,replaced toilet paper holder at rh aft lav,TF,10,Delay 6-15mins,2500,equipment furnishings general
22068,B737-900ER,mid lavatory door detached,reinstalled lavatory door okay for sevice,TL,6,Delay 6-15mins,2500,equipment furnishings general
22100,B737-900ER,water overflow back galley ,reset aft outboard coffee maker no leaks noted ,TA,6,Delay 6-15mins,2500,equipment furnishings general
22101,B737-900ER,coffee maker 420 leaking,reseated ops check good ,TL,14,Delay 6-15mins,2500,equipment furnishings general
22102,B737-900ER,aft galley trash acess door inside galley cart area hinge broken ,re glued hinge to door frame system test good placard removed ,TL,26,Delay>15mins,2500,equipment furnishings general
22103,B737-900ER,aft lavatory coffee maker overflowing,ops checked ok no leaks noted cleaned and dryed water,TL,29,Delay>15mins,2500,equipment furnishings general
22104,B737-900ER,first class pbe not vacuumed sealed ,removed and replaced pbe hood re sealed pbe cover ,TA,43,Delay>15mins,2500,equipment furnishings general
22105,B737-900ER,ac aft left lavatory not flushing,r r flush switch iaw cmm 25 49 44 ops check good placard removed ,TL,15,Delay 6-15mins,2500,equipment furnishings general
22106,B737-900ER,coffee maker forward galley position 106 is overflowing,performed operational test of coffee maker forward galley 106ops check good,TL,14,Delay 6-15mins,2500,equipment furnishings general
22125,B737-900ER,seat back pocket on 4b is torn ,replaced seat back pocket literature bungee assembly i a w ifm 25 23 52 ops checked ok placard c n 726192 removed ,TF,10,Delay 6-15mins,2500,equipment furnishings general
22126,B737-900ER,seat cushions 36f 31d need replace,installed serviceable seat cushions at seats 36f 31d,TA,10,Delay 6-15mins,2500,equipment furnishings general
22127,B737-900ER,aft left f a jump seat head rest torn ,replaced aft left f a jumpseat headrest cusion cover,TF,43,Delay>15mins,2500,equipment furnishings general
22128,B737-900ER,capt s height adjustment inop ,r r capt s seat assembly per amm 25 11 01 000 801 400 801 ops check good rotable parts change was indicated tt 1557353 sn off 01666seat crew cap off 29 2510 9 0004 1666 on 29 2510 9 0004 8295,TA,96,Delay>15mins,2500,equipment furnishings general
22129,B737-900ER,seat cushion 30e wet ,replaced seat cushion at 30e as required ,TL,7,Delay 6-15mins,2500,equipment furnishings general
22130,B737-900ER,capt side knee thigh adj on seat is in full up and will not retract ,removed and replaced capt s seat iaw amm 25 11 01 wpb n3254 idt qc914rotable parts change was indicated tt 1557469 sn off 01951seat crew cap off 29 2510 9 0004 1951 on 29 2510 9 0004 4123,TF,32,Delay>15mins,2510,flight compartment equipment
22161,B737-900ER,seat 5e armrest broken ,resecured armrest ,TA,84,Delay>15mins,2500,equipment furnishings general
22162,B737-900ER,metal trim piece came off arm rest seat 5f,reinstalled metal trim at arm rest seat 5f okay to continue,TL,2,Delay 0-5mins,2500,equipment furnishings general
22163,B737-900ER,seat belt 10c broken ,resecured seat belt attach point ops check good ok to continue ,TL,20,Delay>15mins,2500,equipment furnishings general
22164,B737-900ER,cockpit pbe cover missing deferred per tomc giarmg ,installed pbe cover,TF,20,Delay>15mins,2500,equipment furnishings general
22165,B737-900ER,emergenecy exit row 21a arm rest is broken missing,replced arm rest pad at 21a removed pla c n 732735,TF,7,Delay 6-15mins,2500,equipment furnishings general
22166,B737-900ER,aft comp latch door inop ,replaced latch chked ok ,TL,10,Delay 6-15mins,2500,equipment furnishings general
22167,B737-900ER,seat 36c seat cushion missing after being reported bycleaners ,installed seat cushion ,TL,8,Delay 6-15mins,2500,equipment furnishings general
22168,B737-900ER,fwd galley trash bin flapper door not closing and sealing ,r r forward galley trash bin flapper door op s check good at this time ,TL,3,Delay 0-5mins,2500,equipment furnishings general
22169,B737-900ER,water leak aft galley,operated both aft galley coffeemakers no leaks noted,TA,10,Delay 6-15mins,2500,equipment furnishings general
22170,B737-900ER,carpet threshold between forward galley cabincoming up triphazard ,replaced threshold strip ,TA,14,Delay 6-15mins,2520,passenger compartment
22171,B737-900ER,seat cushions at 34d e soiled items called in after boarding,removed and replaced seat cushion at 34e as required 34d has been c w,TL,30,Delay>15mins,2520,passenger compartment
22173,B737-900ER,02 mask in flight attendent demo kit is inop ,replaced demo 02 mask ,TL,43,Delay>15mins,2560,emergency equipment
22203,B737-900ER,ramp reports aft cargo pit loading sys inop,secured loading sys ops normal ,TL,21,Delay>15mins,2500,equipment furnishings general
22204,B737-900ER,aed not flashing,replaced aedrotable parts change was indicated tt 1390314 sn off 00492kit defibrilla off 29 2560 9 9003 0492 on 29 2560 9 9003 5966,TA,31,Delay>15mins,2500,equipment furnishings general
22205,B737-900ER,coffee maker position 105 tray table is broken,per crew coffee brew tray broken not table replaced broken brew tray ref ipc 25 00 00,TL,17,Delay>15mins,2530,galleys
